11500 2
334.6591 196.5361 02
643.6492 113.4137 01
497.0442 399.9054 01
432.1785 219.2838 01
292.0981 478.9659 01
675.1767 322.0875 03
296.4289 331.4045 04
668.4205 357.1611 03
265.5749 356.6642 04
380.5923 410.1987 04
416.5872 280.7116 01
779.9632 218.5974 01
707.0774 322.1687 03
570.0030 138.2942 01
443.5117 265.2796 01
537.0657 94.9574 01
366.5333 459.5506 01
125.0939 345.1638 04
163.8402 374.8796 04
797.4854 287.9429 01
125.2384 297.5950 04
319.6370 189.1849 02
292.7832 149.1465 02
393.1194 474.6843 01
426.3652 335.6288 01
461.5922 246.6986 01
212.1946 134.0476 02
298.1223 332.2479 04
555.6086 133.5980 01
470.7017 333.9393 01
452.0807 529.1319 01
488.1872 401.3135 01
693.8350 165.7038 01
602.1438 551.6707 01
616.9332 526.0402 01
192.7653 194.2882 02
564.6648 433.4113 01
175.4682 378.7920 04
368.2131 402.3350 04
786.5772 194.0865 01
426.7043 318.8682 01
295.1694 452.0881 01
794.1235 201.0520 01
338.9650 322.9701 04
82.0770 296.2935 04
389.9699 500.2429 01
432.4157 168.3877 01
450.1982 242.3422 01
591.8019 147.5419 01
601.2617 545.8157 01
604.0484 449.1895 01
474.1900 341.4170 01
513.9456 204.6489 01
399.3087 234.1801 01
450.3004 546.3222 01
671.4669 281.5474 03
503.6033 384.7614 01
123.3086 310.5876 04
455.2744 281.5380 01
371.4745 393.2202 04
508.1431 388.0669 01
81.9534 344.5516 04
279.7856 340.3103 04
474.3262 532.0855 01
788.5507 303.8045 01
186.2957 393.1143 04
495.8200 108.5564 01
590.5300 312.8692 03
318.8801 441.1127 01
302.2532 141.9112 02
397.8718 544.8362 01
128.1074 373.2383 04
310.8064 177.0865 02
205.9213 357.7148 04
587.8920 462.1650 01
290.7475 316.2423 04
104.1289 354.4014 04
647.0099 145.7625 01
498.2253 407.2909 01
636.9272 321.3075 03
275.0363 309.8941 04
689.7937 158.8207 01
102.6245 375.1386 04
672.1714 309.6554 03
398.8225 251.9340 01
787.4794 279.8811 01
122.9889 364.3499 04
652.0484 147.8539 01
210.5983 358.1198 04
375.9077 523.1120 01
490.4197 460.2415 04
673.5532 343.8913 03
417.5263 399.9891 04
197.0283 122.4551 02
652.0232 329.1370 03
84.9025 318.3432 04
303.0561 434.7435 01
590.4979 86.8025 01
290.8582 339.2491 04
455.4009 569.5830 01
653.0696 233.3403 03
213.2979 349.9593 04
764.3577 157.3411 01
434.2881 287.6557 01
600.3236 117.5651 01
227.7886 142.2301 02
412.4814 275.3499 01
213.5592 384.5809 04
319.9506 210.7451 02
299.0836 365.4569 04
488.5601 353.1469 01
468.2804 557.1825 01
736.1775 155.3927 01
431.5317 184.7392 01
674.3201 326.3032 03
666.2939 320.2461 03
524.4339 359.2170 01
214.4059 398.5957 04
682.5238 307.5754 03
170.8304 170.4168 02
425.8403 488.3288 01
322.4159 380.6439 04
655.5325 273.9491 03
425.2239 209.8499 01
105.8361 374.0100 04
731.5690 158.3064 01
462.4958 192.1569 01
556.7471 523.4971 01
194.9733 214.7837 02
486.4037 149.9714 01
556.6273 115.2958 01
424.8661 511.3386 01
426.3572 436.8108 04
444.1264 428.7119 04
363.5245 520.0481 01
434.4432 181.9604 01
470.6003 350.7661 01
609.3604 122.4164 01
275.7525 181.6137 02
643.9229 104.6282 01
484.8007 337.1192 01
605.5555 553.3651 01
427.7824 335.9708 01
544.4976 141.3455 01
373.5925 481.6260 01
670.1979 98.9079 01
409.5152 260.2290 01
575.7035 100.4432 01
626.4278 457.1534 01
472.0460 171.7690 01
275.6324 317.6553 04
448.1221 455.4450 04
420.9377 401.3234 04
570.9947 128.0704 01
201.0854 122.0431 02
376.2185 417.9334 04
445.7030 331.7184 01
539.0332 570.6836 01
348.7693 432.8681 01
405.5846 295.2388 01
141.9437 312.3516 04
423.6098 283.5576 01
377.3507 416.5480 04
548.6333 148.7227 01
185.2182 410.4139 04
580.5160 465.1224 01
515.6147 449.8091 04
411.5593 431.5192 04
427.3942 276.4037 01
136.9306 356.0093 04
301.9652 148.2537 02
524.9448 410.3676 01
397.8574 240.0789 01
299.8066 175.9272 02
796.6798 224.6479 01
182.3526 192.5877 02
483.2037 552.9974 01
433.4151 258.0605 01
317.1364 180.4768 02
643.2745 527.2844 01
140.1452 306.7134 04
452.0593 409.7915 04
396.1114 507.4644 01
601.9172 476.6165 01
730.7315 153.4835 01
592.8887 545.5409 01
472.6879 328.6269 01
125.4733 317.1581 04
524.2856 403.3771 01
498.0161 564.4216 01
142.0627 387.0086 04
348.3431 496.7284 01
326.1607 424.5342 01
374.1923 535.2036 01
430.9927 515.9562 01
425.6724 505.9088 01
686.5413 249.7231 03
230.3918 120.3727 02
385.5230 375.7744 04
557.2055 159.1208 01
766.3434 163.7939 01
257.5333 389.4900 04
398.0855 406.9953 04
619.2575 126.3361 01
495.0899 159.7532 01
276.1568 182.9509 02
490.3986 386.4798 01
335.5936 210.9314 02
452.1381 256.9065 01
336.2304 171.8591 02
264.4986 174.9645 02
387.5670 529.0433 01
346.2777 188.4091 02
550.2401 432.3954 01
333.3425 470.8104 01
602.8783 534.3696 01
362.1263 501.6761 01
333.1510 501.1304 01
764.7860 224.0398 01
287.1405 362.6839 04
564.0847 464.4726 01
580.8217 126.5950 01
286.3677 373.4666 04
494.2059 459.1384 04
318.1061 322.8623 04
734.7896 160.8535 01
679.1822 352.4832 03
264.5664 112.5121 02
491.4199 243.2631 01
601.1779 86.6855 01
519.9439 534.9890 01
475.2906 291.2891 01
618.5098 464.2219 01
646.1019 472.9786 01
473.0154 238.0584 01
413.3760 302.1418 01
671.4732 239.3034 03
294.1213 357.4544 04
672.5534 300.7283 03
150.5305 352.7679 04
349.0995 382.0190 04
670.8491 228.9372 03
416.1568 232.1918 01
742.6463 135.9285 01
551.6261 122.7198 01
250.4639 377.4295 04
513.4215 385.8225 01
280.9466 305.3016 04
390.8583 375.8570 04
476.4064 332.8903 01
446.2560 354.8139 01
571.9064 149.7271 01
498.4620 550.5705 01
471.3984 300.2566 01
474.3584 463.4063 04
200.5801 421.2709 04
674.3299 136.8877 01
497.3779 137.0376 01
338.2831 528.1132 01
634.9102 272.0874 03
466.8329 539.8385 01
493.6909 448.0170 04
585.5320 524.0804 01
345.3089 485.4860 01
605.7750 125.0829 01
402.7951 271.0169 01
380.5335 398.1854 04
94.2579 342.0435 04
391.7683 375.0347 04
150.9479 407.5921 04
402.7573 283.5733 01
440.9597 321.8887 01
438.2084 412.6759 04
291.5739 341.3693 04
190.6274 210.6170 02
529.6725 154.3029 01
551.7571 142.5624 01
787.4692 280.3996 01
626.0872 522.2744 01
126.0706 359.5206 04
544.8015 528.6278 01
778.4660 168.9199 01
504.4080 394.2562 01
615.8616 321.3297 03
592.0004 490.9050 01
613.1399 134.7242 01
209.7507 377.8245 04
629.7238 322.8425 03
282.3213 167.2208 02
585.3515 328.2345 03
335.4151 523.1957 01
617.2151 117.6265 01
534.7864 176.8541 01
490.0715 224.7064 01
816.2890 224.2693 01
211.7746 393.6772 04
138.1052 387.7470 04
388.9877 513.3574 01
638.9172 464.0368 01
486.3115 322.3630 01
272.2521 169.3450 02
497.9412 350.4555 01
338.3824 188.0524 02
380.3957 535.3030 01
456.2926 188.0129 01
723.0749 174.1935 01
538.6846 361.1876 01
221.3271 146.3218 02
584.5138 514.0660 01
249.8560 381.8141 04
511.4317 331.2839 01
665.0452 104.7996 01
332.5775 478.0510 01
435.8952 502.8988 01
245.5754 399.2274 04
433.4197 438.4007 04
398.0552 257.5042 01
511.9298 128.5863 01
424.4931 293.1911 01
491.7948 186.9553 01
206.1867 215.7485 02
204.0992 412.0607 04
449.0725 349.0371 01
642.3601 322.9331 03
468.1744 361.5755 01
221.3508 398.1813 04
111.7469 316.3034 04
691.8193 251.8707 03
510.0230 389.8923 01
547.9997 118.9003 01
481.4630 386.4275 01
626.1601 226.7886 03
762.5579 243.0633 01
454.2694 530.3568 01
621.1353 444.7263 01
478.1836 338.6234 01
587.8708 87.1880 01
484.8435 561.2941 01
396.6085 479.9956 01
417.8400 503.2067 01
537.8348 512.1313 01
371.8032 454.0148 01
405.6168 246.3328 01
490.7206 516.8842 01
489.3913 199.3426 01
549.2345 568.2220 01
481.3260 306.4005 01
424.7809 184.0752 01
742.8223 231.3964 01
306.3193 503.0517 01
253.2617 175.5469 02
448.6348 269.8550 01
280.1690 331.3894 04
504.7640 387.7361 01
565.9802 442.0566 01
296.8329 449.1278 01
450.4962 523.5473 01
652.6526 102.4935 01
98.1016 382.7317 04
763.4272 168.0786 01
672.0169 139.1158 01
665.7279 232.2369 03
725.0476 156.9437 01
304.3006 455.3398 01
438.6780 229.0096 01
143.1392 406.4969 04
778.7356 260.7012 01
175.8724 174.8133 02
211.0120 191.9504 02
329.3724 207.7247 02
308.9497 186.4047 02
232.0350 390.6427 04
548.2613 437.4660 01
236.1563 179.2524 02
397.3521 404.0855 04
262.2267 136.6091 02
348.9569 518.6056 01
815.5685 252.7660 01
289.5624 469.9703 01
708.3262 314.0155 03
637.1281 521.7113 01
456.0359 434.4541 04
514.6593 126.0759 01
481.1306 192.5687 01
274.3450 366.9229 04
440.8947 442.1624 04
469.8347 316.1382 01
815.8446 246.5429 01
481.6089 326.3502 01
237.9429 333.0631 04
324.9234 492.3531 01
120.0900 308.5143 04
749.5976 239.9961 01
616.8949 493.2386 01
368.0935 337.9371 04
424.3021 568.6290 01
443.6591 217.8511 01
545.9560 530.7005 01
252.3537 167.7630 02
398.9290 524.6908 01
616.2371 340.8700 03
436.0444 533.6278 01
588.6625 118.8607 01
784.4530 271.6302 01
241.6795 112.1213 02
404.4003 256.6015 01
254.7226 315.7699 04
731.1521 154.7795 01
391.1762 559.3923 01
299.0157 478.1202 01
410.5692 230.0078 01
395.5556 553.7114 01
497.1611 568.3882 01
341.1529 454.6041 01
619.7630 83.9010 01
667.0731 151.9311 01
472.8591 440.3791 04
758.6940 265.9803 01
724.2659 150.9110 01
695.4423 279.9450 03
399.5716 554.7663 01
555.6149 416.1302 01
565.3720 544.1376 01
493.2503 198.2331 01
434.1802 182.1732 01
487.8962 358.3908 01
706.6924 320.4854 03
684.3260 283.0148 03
468.3623 231.9644 01
401.4898 420.1490 04
486.0984 133.1267 01
270.3480 383.3176 04
235.6772 122.1980 02
290.2124 384.2293 04
653.7923 240.3744 03
598.9716 135.0214 01
651.1764 519.1230 01
325.7716 174.8470 02
420.6891 437.2943 04
294.0369 384.0306 04
765.4573 293.4530 01
464.5939 556.2751 01
794.1580 288.0371 01
473.4812 373.7927 01
450.7188 225.4746 01
303.0073 434.5563 01
560.6855 121.1409 01
233.6944 349.2819 04
190.5210 196.2164 02
362.4853 538.0083 01
424.7126 497.9575 01
493.5962 556.0463 01
601.6880 343.4579 03
511.6596 137.4399 01
597.8765 555.6399 01
806.0407 286.1996 01
243.5138 328.7551 04
86.2399 326.8682 04
476.7125 223.8494 01
143.4384 383.0203 04
594.6055 532.1921 01
392.8222 503.3047 01
609.0771 337.0769 03
227.2605 139.8078 02
440.4724 537.8911 01
315.3480 327.5069 04
645.1346 111.7701 01
384.8709 359.6148 04
177.9710 196.5352 02
379.8029 397.8816 04
335.2314 225.7501 02
245.8566 408.6997 04
395.1592 394.4286 04
683.5807 297.3600 03
501.5941 383.9085 01
425.0319 418.0617 04
384.4552 426.1214 04
482.8683 166.7697 01
299.3536 144.2405 02
113.6430 385.5974 04
434.9478 173.6531 01
731.7107 172.8341 01
219.0301 418.6065 04
512.7892 461.8994 04
681.8102 138.5930 01
523.9663 367.9986 01
462.5262 141.8839 01
476.5715 312.3044 01
450.6564 212.0462 01
557.0270 137.3197 01
179.1290 423.9839 04
291.8005 383.7953 04
453.8446 294.2893 01
529.2157 572.2853 01
700.8101 276.0062 03
758.6322 278.8404 01
706.8706 101.3538 01
409.5259 537.3086 01
440.6336 252.7223 01
443.4231 432.7082 04
133.3572 350.2300 04
599.2416 296.3999 03
154.5270 366.5387 04
621.9091 210.3776 03
552.7370 126.4982 01
450.2916 175.9888 01
407.4096 531.0581 01
672.1741 247.0624 03
375.1849 512.5700 01
438.9732 530.0358 01
641.4615 250.4400 03
772.9143 272.9358 01
503.2903 204.9498 01
154.6762 365.1682 04
504.8248 195.9186 01
199.0212 124.3186 02
217.6528 355.5263 04
378.9944 507.4162 01
212.0549 112.4114 02
526.8176 386.7592 01
285.9232 359.9492 04
567.6513 89.0151 01
540.2868 515.2320 01
322.4331 476.8746 01
216.8524 136.4944 02
134.9928 332.9442 04
336.7206 504.4887 01
400.0690 369.8493 04
769.9366 295.1390 01
656.0088 113.6696 01
537.0521 172.3705 01
329.4255 388.0141 04
134.4394 362.6727 04
483.3063 351.6508 01
334.7798 206.7528 02
194.4409 178.9652 02
575.5981 437.9699 01
372.4583 488.8248 01
151.5682 352.9014 04
661.6209 265.6156 03
569.6131 523.5693 01
366.2671 490.7049 01
404.0004 387.7505 04
276.7282 308.8307 04
702.6999 101.9037 01
659.8297 310.9192 03
438.0181 240.4656 01
762.6999 264.1465 01
302.8921 148.1257 02
376.6677 365.0754 04
407.8939 221.4020 01
654.6797 339.4469 03
116.9378 359.2856 04
610.9255 251.2508 03
433.2095 227.2870 01
422.4855 515.2698 01
330.6057 494.3548 01
444.4189 443.7229 04
630.9026 316.5006 03
115.2813 327.0271 04
513.0556 518.9166 01
124.8232 328.7381 04
520.3493 106.7518 01
192.7470 161.9129 02
513.4847 126.5475 01
317.8799 337.8504 04
634.7533 143.0037 01
571.0550 450.8794 01
459.2819 445.0258 04
641.4457 96.6489 01
140.8442 381.7924 04
469.2671 448.4528 04
539.9512 102.9505 01
327.2633 374.6987 04
631.2274 218.6020 03
521.1625 136.8160 01
223.0045 361.2019 04
623.5740 322.0807 03
433.5154 203.5594 01
584.6307 302.1989 03
496.3710 225.9639 01
412.3715 490.7299 01
467.5677 449.5415 04
324.0422 500.9273 01
381.6070 498.8738 01
461.0412 276.3573 01
286.3505 345.6251 04
762.9258 203.0100 01
597.6389 347.6374 03
659.8320 269.2367 03
469.9578 541.5093 01
526.3867 399.5554 01
583.5038 515.0500 01
591.3804 435.0362 01
603.4310 541.4170 01
778.3152 220.8594 01
257.9180 174.5594 02
208.8355 193.2307 02
228.4760 183.1461 02
485.9886 119.6832 01
543.1876 89.7117 01
458.8679 276.1112 01
277.8068 189.0408 02
684.6400 135.5293 01
733.3074 208.2779 01
416.9008 253.6208 01
221.4997 382.4240 04
752.5541 144.9190 01
661.4418 362.3117 03
710.5221 279.7045 03
604.8579 420.2546 01
557.1363 133.9809 01
419.9179 427.7979 04
81.6991 309.1172 04
210.5569 114.3891 02
617.6045 314.0432 03
311.3744 460.2039 01
133.6048 284.2885 04
338.2094 200.2987 02
156.3918 421.2034 04
781.8154 236.3662 01
711.0609 294.4766 03
521.2513 532.5297 01
484.5110 162.7115 01
771.4647 172.7498 01
625.1484 216.2786 03
789.9549 284.1230 01
426.2506 412.5279 04
469.0722 227.2814 01
475.8499 165.3609 01
605.7512 84.4126 01
707.3438 156.2009 01
203.0534 196.0317 02
355.2986 407.7715 04
610.2462 550.1448 01
176.3880 422.9045 04
495.3492 171.6412 01
313.4925 344.0968 04
771.3167 288.4300 01
145.7209 345.8855 04
712.3503 163.3169 01
484.4332 332.6061 01
578.0131 484.5377 01
663.7373 103.7642 01
707.1111 124.2264 01
511.6960 359.6809 01
408.2952 519.5557 01
576.0985 516.5743 01
464.0844 307.2593 01
575.6045 119.8010 01
780.0926 157.3881 01
647.5203 359.0086 03
624.5748 309.6008 03
193.2744 196.8048 02
552.3177 528.0462 01
687.1480 250.6653 03
308.7463 347.3718 04
335.8243 497.4244 01
212.3212 164.1523 02
439.2818 230.1843 01
402.0413 555.6133 01
489.6737 299.3995 01
457.2325 327.3631 01
695.5939 109.2919 01
788.0892 172.4065 01
346.9792 512.8774 01
153.9337 417.9399 04
595.1099 439.8521 01
441.3512 430.3693 04
537.9772 522.4340 01
662.7289 92.4357 01
610.2103 454.4998 01
723.8249 198.4467 01
626.6060 474.3779 01
447.9803 447.9390 04
299.4707 125.6464 02
461.7469 208.5503 01
266.2835 175.1917 02
742.5204 137.9010 01
522.1088 154.8935 01
603.6626 432.5481 01
92.2597 366.6142 04
444.1480 251.0234 01
629.0183 244.4767 03
290.1389 355.4986 04
545.2202 158.2025 01
314.0693 468.1360 01
102.7649 375.8423 04
731.7850 172.8795 01
554.6441 150.0577 01
104.9378 373.9366 04
296.0752 349.9080 04
697.0564 317.4438 03
772.9342 181.1504 01
526.2291 164.9189 01
713.1889 157.6406 01
680.4939 272.3390 03
89.2618 295.0377 04
148.4904 376.3127 04
327.1889 318.5881 04
363.7067 335.1894 04
131.4610 296.9437 04
502.5843 363.6307 01
142.7062 388.3538 04
288.5287 196.7888 02
778.8727 169.5687 01
417.3255 383.4482 04
532.2764 118.5714 01
330.8774 164.8431 02
348.4069 390.2207 04
372.3486 477.5947 01
447.3144 324.9488 01
482.6656 395.4540 01
285.0129 368.6163 04
85.4097 360.2014 04
486.1465 353.2914 01
299.1847 143.0246 02
202.2356 158.6104 02
581.0145 340.2727 03
182.5432 210.8206 02
209.5059 197.0388 02
625.5754 143.2003 01
469.0082 256.8009 01
336.4520 386.6211 04
462.3109 438.2733 04
121.2481 337.2623 04
595.3906 289.9928 03
146.2322 328.5381 04
308.9648 151.0695 02
384.8608 548.8026 01
179.4241 384.3683 04
338.0006 525.9578 01
430.1787 333.4338 01
740.6590 129.4015 01
495.1500 452.9648 04
699.3129 146.9690 01
637.1568 130.2214 01
528.1768 564.4428 01
545.9197 421.0011 01
574.6258 501.0311 01
644.7135 465.0303 01
662.1718 365.9339 03
405.8666 534.3228 01
284.3539 356.2343 04
483.9316 463.3188 04
660.2743 305.6340 03
623.7185 476.1840 01
458.1793 180.7426 01
625.4657 257.9055 03
478.0297 243.7654 01
713.9282 117.9519 01
266.0915 332.6092 04
664.3583 136.9745 01
357.1167 502.8886 01
484.1728 247.9943 01
332.2850 320.3369 04
534.4651 430.6030 01
432.3628 524.0202 01
501.4931 526.8811 01
214.9548 422.7164 04
604.2949 78.3511 01
148.5533 388.4066 04
445.5775 509.8323 01
546.2843 135.7844 01
456.5738 528.1979 01
636.9675 95.3234 01
451.7719 243.4759 01
624.0022 91.3227 01
371.8044 529.3618 01
291.1450 204.0066 02
759.5606 203.6230 01
90.4050 367.7523 04
590.2153 421.0339 01
483.7309 529.9304 01
527.6533 158.9728 01
521.5058 549.8472 01
607.2438 297.7584 03
571.8207 423.2554 01
504.2392 186.7485 01
349.9043 529.6153 01
129.7397 400.0892 04
185.0459 377.9796 04
329.2719 501.4613 01
687.2345 144.9537 01
693.4035 294.7282 03
626.0656 325.9213 03
471.9885 532.5853 01
506.1541 181.1023 01
450.4293 180.8904 01
255.1317 334.3928 04
331.9496 378.1260 04
650.2217 364.5447 03
435.8251 235.1085 01
455.1342 238.0055 01
457.4013 194.1251 01
481.4870 326.5153 01
416.8459 282.5007 01
321.6132 210.7544 02
436.3730 567.3068 01
597.9763 315.2486 03
597.1545 446.1192 01
679.3963 293.9746 03
324.7223 379.4044 04
491.9815 121.9024 01
757.2692 141.0710 01
142.7718 300.5176 04
373.5220 531.6598 01
267.3233 181.2930 02
819.4079 282.7037 01
483.5697 119.4351 01
215.4266 355.7235 04
398.9474 410.0658 04
435.9574 518.3314 01
598.3436 340.7588 03
315.0379 353.5541 04
610.8923 226.1604 03
601.0671 240.6808 03
480.5757 504.8600 01
543.1687 109.9148 01
610.0532 228.7897 03
578.6504 453.3203 01
606.4616 507.0750 01
390.2007 394.2579 04
770.0332 291.5667 01
178.8976 184.1047 02
771.4673 287.7166 01
307.3641 151.2337 02
256.0433 389.0577 04
252.1917 337.4855 04
442.4938 239.6621 01
452.2482 153.5680 01
170.3821 391.3987 04
474.6361 331.8838 01
644.6813 532.9597 01
309.9496 158.1526 02
422.0917 263.5348 01
434.7148 502.3718 01
425.8863 541.4248 01
647.5230 88.5951 01
402.2628 518.6954 01
700.6862 328.5303 03
630.4536 359.4751 03
621.8961 449.8415 01
640.2741 257.6285 03
638.3875 272.7027 03
231.1720 381.0555 04
341.2287 385.9178 04
331.2065 454.1999 01
428.1824 180.3779 01
467.6255 157.6609 01
438.5240 423.2167 04
653.5446 85.0619 01
585.3806 521.1032 01
290.0070 470.9904 01
445.7221 522.4880 01
651.2546 325.5900 03
610.2830 495.8850 01
493.9244 457.1581 04
538.8113 95.7070 01
619.0247 252.1265 03
334.1812 438.4843 01
428.1305 564.1981 01
419.9121 283.1715 01
246.2637 166.0360 02
530.4036 414.4141 01
630.9616 310.8975 03
98.4209 311.0478 04
210.4468 163.2467 02
186.5807 423.8669 04
571.5645 462.1142 01
556.0434 133.1430 01
303.9451 189.4009 02
268.1796 348.0101 04
734.5972 194.6562 01
608.8990 333.9014 03
197.1215 216.9392 02
635.4870 491.1258 01
386.8328 479.2425 01
546.6060 384.2097 01
594.8533 526.9549 01
471.4372 505.9591 01
610.3450 353.3944 03
420.6222 220.0160 01
528.6857 396.7702 01
498.0137 326.4469 01
645.2950 108.5599 01
470.5381 339.7884 01
652.3747 514.7931 01
782.5936 257.7711 01
255.1699 166.9507 02
606.6892 445.1485 01
254.8335 376.2553 04
345.1746 474.6272 01
189.7318 391.2962 04
309.3241 461.5310 01
776.9696 289.1692 01
293.0085 314.8586 04
569.3167 543.2753 01
585.1738 440.4424 01
554.5652 545.2255 01
457.8589 354.3318 01
370.9107 520.2972 01
365.9473 456.3279 01
677.0276 124.6367 01
540.3855 422.3545 01
547.5944 430.5708 01
436.7529 431.1714 04
482.6640 188.2357 01
204.9101 214.8757 02
458.2269 161.0280 01
135.8865 406.4952 04
559.7842 545.5178 01
420.4251 443.1503 04
180.8410 166.3610 02
752.0887 245.4993 01
768.7627 271.7802 01
519.1581 536.9299 01
685.4232 253.3322 03
222.0878 157.1440 02
383.5105 509.6901 01
495.3567 131.4763 01
757.7077 150.5285 01
688.3679 152.4681 01
583.6835 324.9082 03
420.1491 205.9718 01
466.9633 440.0968 04
576.2720 415.0846 01
272.1450 134.9215 02
427.5447 307.9107 01
492.2139 155.4203 01
625.4570 483.6685 01
698.6272 95.3614 01
240.1261 158.1907 02
126.4300 351.1146 04
451.3387 199.1984 01
590.2347 79.6774 01
465.2571 315.3358 01
351.6816 487.9911 01
615.8909 511.3968 01
439.7091 220.6736 01
366.2350 470.6256 01
748.7585 229.3992 01
192.1631 430.1879 04
615.9827 239.5311 03
492.5397 550.3256 01
617.3263 78.3737 01
156.6669 404.6681 04
436.2715 181.7302 01
521.2252 97.3094 01
527.5398 395.5151 01
431.3281 322.5736 01
136.3278 289.4273 04
317.8520 143.7155 02
584.1182 83.0676 01
708.1444 171.8081 01
653.2210 229.7109 03
367.2335 494.6933 01
658.5802 262.7891 03
459.8550 194.3034 01
123.9711 377.9594 04
445.4169 429.3524 04
670.6918 253.4239 03
798.7737 301.3210 01
427.2989 541.3245 01
688.8446 275.8942 03
351.7851 323.4478 04
457.5627 463.3479 04
566.5353 512.9042 01
631.2481 251.8397 03
401.1077 287.7271 01
352.8037 196.2698 02
771.7336 235.8203 01
452.1326 182.9330 01
491.8238 217.6167 01
473.2983 148.2419 01
707.3261 279.8501 03
385.5058 492.3384 01
246.4801 134.6145 02
286.2619 125.7159 02
528.4877 156.4938 01
85.6531 325.8281 04
535.0325 165.2932 01
653.0417 285.1490 03
225.9069 375.6242 04
160.1594 414.8262 04
347.4484 372.2800 04
533.0919 151.8203 01
273.0317 325.9863 04
661.0374 119.2574 01
470.2887 566.8628 01
330.9432 201.3201 02
327.8582 204.9546 02
541.9405 430.9288 01
348.4360 529.5898 01
600.4229 556.8150 01
627.8197 278.8488 03
267.8423 363.9684 04
595.9245 552.7115 01
502.8221 528.0425 01
637.0924 524.0402 01
466.0063 139.7289 01
504.6463 405.1415 01
551.2550 409.7040 01
295.7959 174.3231 02
589.0795 143.6555 01
245.3839 158.6797 02
758.4857 271.3726 01
288.0621 154.1438 02
649.6011 242.9191 03
528.5433 175.5974 01
488.7459 207.2222 01
480.8814 176.5535 01
617.0821 343.5888 03
459.7725 430.1267 04
222.6230 359.8262 04
531.9830 521.0973 01
278.4033 317.0469 04
587.7864 412.6615 01
438.0205 216.8103 01
229.6059 415.0037 04
555.0843 106.6419 01
437.5813 248.0226 01
580.4760 525.2677 01
515.1257 538.9413 01
323.5661 358.0706 04
443.1085 215.0033 01
558.1135 151.0980 01
267.9543 182.7457 02
739.0095 124.3602 01
709.1200 113.9586 01
350.2996 493.2214 01
537.1436 125.3351 01
474.5580 464.6926 04
477.5588 192.4084 01
597.1238 513.3643 01
669.9592 249.3031 03
430.2359 527.5365 01
358.2921 513.3399 01
591.0407 327.9283 03
229.1295 351.2164 04
208.7710 417.6103 04
780.2527 269.2891 01
425.0396 524.5918 01
477.7371 429.3747 04
110.6646 387.4411 04
370.3800 395.4999 04
198.1150 141.1885 02
745.9990 166.5307 01
172.1754 391.9979 04
431.2096 524.7254 01
468.3407 160.0586 01
790.3670 296.5004 01
452.3918 408.5688 04
290.9174 321.8252 04
668.4837 337.0845 03
570.3748 487.8269 01
537.1272 113.6970 01
304.1440 209.8699 02
807.0105 250.4119 01
329.3801 433.5433 01
561.5558 100.7824 01
645.5923 231.9112 03
439.0531 348.2756 01
487.0304 445.8447 04
243.4636 393.8256 04
524.5168 347.7043 01
475.5407 545.1765 01
361.0694 375.0914 04
629.1723 530.4756 01
639.4561 115.6952 01
260.3050 150.6841 02
444.0373 180.9938 01
461.7229 197.7375 01
140.9223 415.0464 04
221.2987 181.7868 02
597.5863 514.0408 01
611.7296 224.5597 03
478.9728 453.2562 04
152.8600 388.0440 04
105.3588 386.8232 04
655.9702 247.1450 03
429.3359 566.9710 01
476.7128 178.5847 01
362.4361 339.9928 04
592.4281 334.0908 03
521.0434 167.8309 01
426.9736 434.0385 04
428.1057 341.6930 01
525.7014 173.7941 01
488.3107 199.4027 01
653.4850 105.4958 01
733.5809 165.7371 01
632.8242 443.0609 01
538.5362 105.7521 01
486.3857 164.4048 01
773.7816 159.2110 01
625.8657 275.5329 03
410.4209 282.1107 01
621.8071 272.1818 03
805.2180 256.4256 01
438.2170 161.8110 01
573.5023 533.2125 01
506.2377 337.3117 01
458.1558 166.8290 01
504.7131 348.9251 01
272.7518 388.3149 04
557.2987 86.8803 01
448.2451 503.0985 01
628.2812 361.1181 03
306.7555 177.1312 02
97.2683 282.2863 04
498.8163 220.5013 01
320.7792 338.9427 04
429.8478 324.2924 01
204.6710 180.0132 02
104.0537 282.6153 04
443.2918 229.4962 01
289.7440 180.2781 02
647.1682 484.4232 01
227.7307 352.5907 04
503.7454 550.3479 01
697.2546 301.9956 03
441.2724 302.7225 01
504.8132 124.7652 01
524.8419 394.9544 01
113.3259 299.5117 04
575.9368 512.5153 01
550.4563 135.1238 01
614.6950 113.3375 01
675.2445 246.0604 03
759.5564 215.1561 01
712.3605 150.4978 01
130.1903 386.2549 04
735.8927 157.3841 01
480.5008 238.3976 01
326.9138 206.7612 02
483.7852 433.2221 04
568.3603 526.4529 01
330.1279 217.0818 02
659.2685 297.1248 03
510.5347 107.0516 01
450.3616 230.6697 01
619.6962 116.3961 01
546.7521 415.3825 01
132.3778 371.8675 04
304.0079 310.7427 04
542.7856 153.5365 01
447.5215 424.6806 04
87.9475 290.6677 04
643.0103 455.5861 01
432.0968 335.1034 01
504.0474 202.6664 01
410.0312 515.6291 01
622.1971 540.7708 01
218.8928 111.6181 02
540.4287 112.9826 01
614.9264 95.8101 01
647.9149 342.0173 03
97.7607 303.6631 04
611.0785 498.0611 01
131.7994 376.4780 04
814.4067 268.3678 01
399.9968 501.0228 01
686.9753 156.6477 01
352.5246 448.0708 01
620.7339 363.4537 03
